country,site_name,site_url
印度,印度移民局,http://www.immigrationindia.nic.in/
印度,中国驻加尔各答总领事馆,http://kolkata.china-consulate.org/eng/
印度,印度空间研究组织,http://www.isro.org/
印度,印度情报局,http://www.ceib.nic.in/default.htm
印度,KOENIG,http://www.koenig-solutions.com/
印度,印度空军官网,http://indianairforce.nic.in/
印度,印度总理,http://pmindia.nic.in/
印度,印度海军,http://indiannavy.nic.in/
印度,考试英语,http://www.examenglish.com/
印度,在线免费学英语,http://www.learnenglish.de/
印度,RTI蒙台梭利培训中心,http://montessori-mumbai.org/
印度,趣味简单英语,http://funeasyenglish.com/
印度,印度总理府,http://pmindia.gov.in/
印度,印度国防部,http://www.india-defence.com/
印度,中国驻印度大使馆,http://in.chineseembassy.org/eng/
印度,中国驻孟买总领事馆,http://mumbai.china-consulate.org/eng/
越南,Ben Tre TV,http://www.thbt.vn/
越南,平阳电视台1频道,http://www.btv.org.vn/
越南,Astro Cam Xúc,http://www.astrocamxuc.com/
越南,越南通讯社信息服务网,http://news.vnanet.vn/
越南,Bibi,http://bibi.vn/
印度尼西亚,罗盘报,http://www.kompas.com/
印度,印度广播公司,http://prasarbharati.gov.in/
印度,全印电视台,http://www.ddindia.gov.in/
印度,印度联合新闻社,http://www.uniindia.com/
印度,印度卫视新闻台,http://www.newsbullet.in/
印度,全印中国留学生联合会,http://www.csuin.org
印度尼西亚,中国驻印度尼西亚大使馆,http://id.china-embassy.org/eng/
印度,印度头条,http://headlinesindia.mapsofindia.com/
印度尼西亚,印尼和澳大利亚语言培训学校,http://www.ialf.edu/
印度尼西亚,印度尼西亚移民局,http://www.imigrasi.go.id/
印度尼西亚,印度尼西亚教育与文化部,http://www.kemdiknas.go.id/
印度,全印广播电台,http://allindiaradio.gov.in/
印度,印度报业托拉斯,http://www.ptinews.com/
印度尼西亚,印度尼西亚政府官方网站,http://www.indonesia.go.id/
印度尼西亚,东盟,http://www.aseansec.org/
印度,印度Zee电视台,http://www.zeetelevision.com/
印度尼西亚,印度尼西亚商报,http://www.shangbaoindonesia.com/
印度尼西亚,印尼共和国电视台,http://www.tvri.co.id/
印度尼西亚,印尼泗水电视台,http://www.sctv.co.id/
也门,也门观察者报,http://www.yemenobserver.com/
也门,中国驻也门大使馆,http://ye.chineseembassy.org/eng/
也门,也门政府,http://www.yemen.gov.ye/
印度尼西亚,千岛日报,http://qiandaoribao.com/
也门,Sana TV,http://www.sanatv.com/
也门,Sheba TV,http://www.shebatv.net/
也门,TV Aden,http://www.tvaden.net/
亚美尼亚,亚美尼亚晨报,http://www.aravot.am/
亚美尼亚,中国驻亚美尼亚大使馆,http://am.chineseembassy.org/rus/
亚美尼亚,亚美尼亚政府,http://www.gov.am/
亚美尼亚,青年人权利培训,http://humanrightsforyouth.org/
也门,Al Eman TV,http://www.alemantv.net/
亚美尼亚,全球桥梁教育中心,http://www.gb.am/
亚美尼亚,亚美尼亚教育与科学部,http://www.edu.am/
英国,澳大利亚女性周刊,http://aww.ninemsn.com.au/
英国,Flexibility,http://flexibility.co.uk/
英国,数字时代stuff ,http://www.stuff.tv/
英国,The Lady,http://www.lady.co.uk/
印度尼西亚,印尼新闻与信息在线,http://www.okezone.com/
亚美尼亚,Shant TV,http://www.shanttv.com/
亚美尼亚,亚美尼亚公共电视台,http://www.1tv.am/
英国,圣赫勒拿岛教育部,http://www.education.gov.sh/
英国,英国教育部,http://www.education.gov.uk/
英国,英国发行审计局,http://www.abc.org.uk/
英国,i-D,http://i-donline.com/
英国,花卉批发贸易协会,http://www.fwta.co.uk/
英国,世界保护监测中心,http://www.unep-wcmc.org/
英国,国际自由公会联合会,http://www.icftu.org/
英国,全球认证论坛,http://www.globalcertificationforum.org/
英国,国际鸟盟,http://www.birdlife.org/
英国,世界能源理事会,http://www.worldenergy.org/
英国,国际地铁联盟,http://www.comet-metros.org/
英国,英联邦,http://www.thecommonwealth.org/
英国,撒切尔夫人基金会,http://www.margaretthatcher.org/
英国,基督教青年会,http://www.ymca.int/
英国,核供应国集团,http://www.nuclearsuppliersgroup.org/
英国,国际咖啡组织,http://www.ico.org/
英国,国际标准化组织,http://www.iso.org/
英国,国际民主联盟,http://www.idu.org/
英国,国际捕鲸委员会,http://www.iwcoffice.org/
英国,世界小姐,http://www.missworld.com/
英国,大赦国际,http://www.amnesty.ch/
英国,国际海事组织,http://www.imo.org/
英国,超级品牌,http://www.superbrands.com/
英国,EAG International,http://www.eagexpo.com/
英国,英国民意调查委员会,http://www.britishpollingcouncil.org/
英国,苏格兰国民党,http://www.snp.org/
英国,伦敦林奈学会,http://www.linnean.org
英国,旅英中国学人化学科学与技术学会,http://www.cscst.org
英国,旅英中国工程师协会,http://www.ace-uk.org.uk/ace/
英国,英国皇家建筑师学会,http://www.architecture.com/
英国,英国文化协会,http://www.britishcouncil.org/
英国,英格兰艺术委员会,http://www.artscouncil.org.uk/
英国,全英清华校友会,http://www.tsinghua.org.uk/wiki/index.php
英国,英国海洋保护学会,http://www.mcsuk.org/
英国,保守党（英国）,http://www.conservatives.com/
英国,全英中国学生学者联谊会,http://cssauk.org.uk/
英国,工党（英国）,http://www.labour.org.uk/
英国,英国边境署,http://www.ukba.homeoffice.gov.uk/
英国,英国电影协会,http://www.bfi.org.uk/
英国,丹麦日德兰邮报,http://jyllands-posten.dk/
英国,英国摄影杂志,http://www.bjp-online.com/
英国,马克西姆,http://www.maxim.com/
英国,银行家,http://www.thebanker.com/
英国,男人装,http://www.fhm.com/
英国,柳叶刀,http://www.thelancet.com/
英国,DJ杂志,http://djmag.com/
英国,藏春阁,http://penthousemagazine.com/
英国,Courses Plus,http://www.coursesplus.co.uk/
英国,鲍里斯·约翰逊,http://www.boris-johnson.com/
英国,伦敦宪报,http://www.gazettes-online.co.uk/
匈牙利,匈牙利教育部,http://www.okm.gov.hu/index.php
英国,伦敦在线官方城市指南,http://london.cn/
英国,生物新闻,http://www.bionews.org.uk/
英国,英国宇航署,http://www.bis.gov.uk/
英国,非洲TV24,http://www.africatv24.com/
英国,Channel 5,http://www.channel5.com/
英国,世界经理人,http://people.icxo.com/
英国,华闻周刊,http://www.thechineseweekly.com/index.php
英国,留英网,http://www.go2uk.info/
英国,顶级课程培训中心,http://www.premiertrainingcourses.co.uk/
英国,MATRIX锁匠培训中心 ,http://www.locksmithcourses.co.uk/
英国,先锋训练营,http://www.spearhead-training.co.uk/
英国,互相学习,http://www.what2learn.com/
英国,YoungVeggie,https://youngveggie.org/
英国,在线药物临床试验,http://gcptraining.org.uk/
英国,ISIS,http://www.isis.stfc.ac.uk/
英国,锁匠培训中心,http://www.locksmithtrainingcourse.co.uk/
英国,美容课程,http://www.cosmeticcourses.co.uk/
英国,Go4English.com,http://learnenglish.britishcouncil.org/ar/
英国,成年人培训中心,http://www.adulttrainingcourse.co.uk/
英国,英国皇家芭蕾舞学院,http://royal-ballet-school.org.uk/
英国,苏格兰议会,http://www.scottish.parliament.uk/
英国,英国安全局,https://www.mi5.gov.uk/
英国,大伦敦政府,http://www.london.gov.uk/
英国,北爱尔兰的公共记录办公室,http://www.proni.gov.uk/
英国,外交和联邦事务部,http://www.fco.gov.uk/en/
英国,英国秘密情报局,https://www.sis.gov.uk/
英国,伦敦警察厅,http://content.met.police.uk/
英国,Roll of Honour,http://www.roll-of-honour.com/
匈牙利,布达佩斯时报,http://www.budapesttimes.hu/
英国,英国皇家空军,http://lesmis.com/
英国,帝国战争博物馆,http://www.iwm.org.uk/
英国,英国王室,http://www.royal.gov.uk/
英国,中国驻英国大使馆,http://www.chinese-embassy.org.uk/
匈牙利,匈牙利政府,http://www.kormany.hu/
匈牙利,匈牙利喜剧频道,http://www.comedycentral.hu/
英国,今日中国防务,http://sinodefence.com/
新加坡,亚洲太平洋经济合作组织,http://www.apec.org/
新加坡,新加坡移民与关卡局,http://www.ica.gov.sg/index.aspx
新加坡,新加坡教育部,http://www.moe.gov.sg/
新加坡,世界厕所组织,http://www.worldtoilet.org/
新加坡,新加坡清华校友会,http://tsinghua.org.sg/ss/
新加坡,浙江大学新加坡校友会,http://www.zuaas.com/
新加坡,Training Partners,http://training-partners.com/
新加坡,新加坡北大校友会,http://www.pkuaas.org
新加坡,新加坡潮州八邑会馆,http://www.teochew.sg/
匈牙利,新导报,http://www.xindb.com/
匈牙利,匈牙利华人论坛网,http://huncn.com/
新加坡,新加坡水泥与混凝土公会,http://www.cncas.org.sg/
匈牙利,Cool TV,http://www.cooltv.hu/
新加坡,新加坡现代企业管理协会,http://www.smm.org.sg/
匈牙利,D1 TV,http://www.d1tv.hu/
新加坡,新加坡中华总商会事业女性组,http://cwg.sccci.org.sg/
新加坡,新加坡华乐团,http://www.sco.com.sg/
新加坡,新加坡中华总商会青年企业家联系网,http://yen.sccci.org.sg/
新加坡,青春年少,http://www.teenage.com.sg/
新加坡,华社自助理事会,http://www.cdac.org.sg/cos/o.x?c=/cdac_corp/section&lang=ch
新加坡,中华人民共和国驻新加坡共和国大使馆,http://www.chinaembassy.org.sg/eng/
新加坡,新加坡中国学者学生联合会,http://www.sgcssa.org/
新加坡,华裔网,http://www.huayinet.org/
新加坡,新加坡内部安全部,http://www.mha.gov.sg/isd/main.htm
新加坡,新加坡卫生科学局,http://www.hsa.gov.sg/
新加坡,新加坡宗乡总会,http://www.sfcca.org.sg/
新加坡,新加坡政府,http://www.gov.sg/
新加坡,联系新加坡,http://www.contactsingapore.sg/
新加坡,新中友好协会,http://www.singapore-china.org/
新加坡,新加坡工人党,http://www.wp.org.sg/
新加坡,新加坡中国科学技术交流促进协会,http://www.scaast.org.sg/
新加坡,新加坡中华总商会,http://www.sccci.org.sg/
新加坡,社团注册局,https://app.ros.gov.sg/
新加坡,同济大学新加坡校友会,http://www.tongjisg.org/
新加坡,人民行动党,http://www.pap.org.sg/
新加坡,SG Club.com ,http://www.sgclub.com/
新加坡,新传媒私人有限公司,http://www.mediacorp.sg/
新加坡,人物传记,http://www.biochannelasia.com/
新加坡,天映频道,http://www.celestialmovies.com/
新加坡,亚洲第一站,http://www.asiaone.com/
新加坡,亚洲饮食,http://www.asianfoodchannel.com/
叙利亚,叙利亚教育部,www.syrianeducation.org.sy/
新加坡,世界华商网络,http://www.wcbn.com.sg/
新加坡,狮城网,http://www.sgchinese.net/
叙利亚,阿拉伯各国议会联盟,http://www.arab-ipu.org/
新加坡,随笔南洋,http://www.sgwritings.com/
叙利亚,叙利亚议会,http://parliament.sy/
叙利亚,巴拉达电视台,http://www.barada.tv/
西班牙,西班牙世界报,http://www.elmundo.es/
西班牙,西班牙教育、文化与体育部,http://www.educacion.gob.es/
西班牙,国际橄榄油理事会,http://www.internationaloliveoil.org/
西班牙,中国驻西班牙大使馆,http://www.embajadachina.es/esp/
西班牙,英语驾驶学校,http://www.englishdrivingschool.com/
西班牙,中国驻巴塞罗那总领事馆,http://barcelona.china-consulate.org/esp/
西班牙,亚西网论坛,http://china.asiaspain.com/
西班牙,埃菲通讯社,http://www.efe.com/
西班牙,阿拉贡电视台,http://www.aragontelevision.es/
西班牙,西华网,http://www.xihua.es/
西班牙,Canal Sur,http://www.canalsur.es/
西班牙,欧华网,http://www.ouhua.info
西班牙,世界旅游组织,http://www2.unwto.org/
西班牙,英语语言中心,http://www.englishlanguagecentre.es/
希腊,黎明报,http://www.avgi.gr/
西班牙,起义报,http://www.rebelion.org/
西班牙,西班牙华人网,http://www.laicw.com/
希腊,中国驻希腊大使馆,http://gr.china-embassy.org/eng/
希腊,希腊政府,http://www.government.gr/
新喀里多尼亚,蓝狗报,http://www.lechienbleu.nc/
新喀里多尼亚,Les Nouvelles caledoniennes,http://www.lnc.nc/
新喀里多尼亚,新喀里多尼亚政府,http://www.gouv.nc/
新西兰,教育报,http://www.nieonline.co.nz/
新西兰,新西兰移民局,http://www.immigration.govt.nz/
新西兰,新西兰教育部,http://www.minedu.govt.nz/
新西兰,中华人民共和国驻奥克兰总领事馆,http://www.chinaconsulate.org.nz
新西兰,中国驻新西兰大使馆,http://www.chinaembassy.org.nz/eng/
新西兰,新西兰工党,http://www.labour.org.nz/
新西兰,蒂姆培训中心,http://www.timtrainingcourse.org/
新西兰,新西兰政府,http://newzealand.govt.nz/
新西兰,Shine TV,http://www.shinetv.co.nz/
新西兰,Cue TV,http://www.cuetv.co.nz/
中国香港,饮食男女,http://etw.atnext.com/
中国香港,HIM,http://www.him.com.hk/
新西兰,新西兰电视台,http://tvnz.co.nz/
中国香港,紫荆网,http://www.zijing.org/
新西兰,新西兰喜剧频道,http://www.comedycentral.co.nz/
中国香港,香港中华总商会,http://www.cgcc.org.hk/
中国香港,国际中华小姐竞选,http://www.chinesepageantpage.com/
新西兰,心心网,http://www.33.net.nz/
新西兰,中华新闻网,http://www.chinanews.co.nz/
中国香港,两岸三地,http://www.lasdzz.com/
新西兰,华页网,http://www.mpages.co.nz/
中国香港,巴林王国驻港名誉领事馆,http://www.bahrainconsulate.org.hk/
中国香港,德国驻香港总领事馆,http://www.hongkong.diplo.de/
中国香港,安哥拉驻香港总领事馆,http://www.consuladogeral-angola.hk/
中国香港,南非驻香港总领事馆,http://www.saembassy.org.cn/hongkong.html
中国香港,澳大利亚驻香港特别行政区总领事馆,http://www.hongkong.china.embassy.gov.au/
新西兰,新西兰中文网,http://www.chinese.net.nz/
新西兰,澳纽网,http://www.ausnz.net/
新西兰,纽西兰中文网,http://www.nzchinese.com/
中国香港,香港围棋协会,http://www.hkga.org.hk/
新西兰,天空电视台,http://www.skytv.co.nz/
中国香港,康乐及文化事务署,http://www.lcsd.gov.hk/
中国香港,邵逸夫奖,http://www.shawprize.org/
中国香港,民政事务局（香港）,http://www.hab.gov.hk/
中国香港,华娱卫视,http://www.cetv.com/
中国香港,香港政府一站通,http://www.gov.hk/
乌拉圭,搜索报,http://www.busqueda.com.uy/
中国香港,亚洲电视,http://www.hkatv.com/
中国香港,凤凰网,http://www.ifeng.com
乌拉圭,乌拉圭教育与文化部,http://www.mec.gub.uy/
中国香港,南方卫视,http://ex.tvscn.com/en
乌拉圭,乌拉圭总统府,http://www.presidencia.gub.uy/
中国香港,亚太日报,http://www.apdnews.com
乌拉圭,OLX,http://www.olx.com.uy/
乌拉圭,中国驻乌拉圭大使馆,http://uy.china-embassy.org/eng/
中国香港,亚洲卫视,http://www.hkatv.com/v5/
中国香港,中评网,http://www.zhgpl.com/
中国香港,星岛环球网,http://www.stnn.cc
中国香港,香港经济网,http://www.hkfe.hk/
中国香港,香港特别行政区政府入境事务处,http://www.immd.gov.hk/
中国香港,香港特别行政区政府,http://www.gov.hk/en/
乌拉圭,TCC,http://www.tcc.com.uy/
乌拉圭,Teledoce,http://www.teledoce.com/
委内瑞拉,奥里诺科邮报,http://www.correodelorinoco.gob.ve/
乌拉圭,公共电视台,http://www.asuntospublicos.tv/
乌拉圭,VTV,http://www.vtv.com.uy/
委内瑞拉,委内瑞拉教育部,http://www.me.gob.ve/
委内瑞拉,中国驻委内瑞拉大使馆,http://ve.chineseembassy.org/esp/
委内瑞拉,ATEL,http://www.atel.tv/
委内瑞拉,国立电视台,http://www.antv.gob.ve/
瓦努阿图,瓦努阿图每日邮报,http://www.dailypost.vu/
瓦努阿图,中国驻瓦努阿图大使馆,http://vu.chineseembassy.org/eng/
危地马拉,大众报,http://www.nuestrodiario.com/
危地马拉,危地马拉教育部,http://www.mineduc.gob.gt/
危地马拉,自由新闻报,http://prensalibre.com/
危地马拉,危地马拉政府,http://www.guatemala.gob.gt/
危地马拉,危地马拉时代,http://www.guatemala-times.com/
危地马拉,Canal 27,http://www.canal27.org/
乌干达,乌干达移民局,http://www.mofa.go.ug/index.php/immigration
危地马拉,安提瓜电视台,http://www.canalantigua.com/
瓦努阿图,瓦努阿图政府,http://www.governmentofvanuatu.gov.vu/
乌干达,乌干达教育与体育部,http://www.education.go.ug/
乌干达,中国驻乌干达大使馆,http://ug.china-embassy.org/eng/
乌干达,乌干达政府,http://www.statehouse.go.ug/
乌干达,NTV,http://www.ntvuganda.co.ug/
乌兹别克斯坦,中国驻乌兹别克斯坦大使馆,http://uz.chineseembassy.org/rus/
乌兹别克斯坦,乌兹别克斯坦政府,http://www.gov.uz/
乌兹别克斯坦,人民之声报,http://www.narodnoeslovo.uz/
乌兹别克斯坦,Forum TV,http://forum-tv.uz/
文莱,文莱时报,http://www.bt.com.bn/
危地马拉,Vea Canal,http://www.veacanal.net/
危地马拉,1850卫视,http://www.1850.tv/
文莱,中国驻文莱大使馆,http://bn.china-embassy.org/eng/
文莱,文莱首相府,http://www.pmo.gov.bn/
文莱,文莱广播电视台,http://www.rtb.gov.bn/
乌克兰,事实与评论报,http://www.facts.kiev.ua/
乌克兰,乌克兰移民局,http://www.mfa.gov.ua/mfa/en/524.htm
乌克兰,中国驻乌克兰大使馆,http://ua.chineseembassy.org/rus/
乌克兰,乌克兰政府,http://www.kmu.gov.ua/
乌克兰,乌克兰中文网,http://www.cnua1.com/
土耳其,细胞和分子生物学期刊,http://jcmb.halic.edu.tr/
乌克兰,2plus2,http://www.2plus2.ua
乌克兰,BIZ TV,http://www.biztv.net/
土耳其,正义与发展党（土耳其）,http://www.akparti.org.tr/
土耳其,亚洲太平洋通讯社组织,http://www.oananews.org/
乌克兰,1plus1,http://www.1plus1.ua/
土耳其,世界模特小姐大赛,http://www.intmodel.com/
土耳其,土耳其教育部,http://www.meb.gov.tr/
土耳其,中国驻伊斯坦布尔总领事馆,http://istanbul.chineseconsulate.org/tur/
土耳其,土耳其总统府,http://www.tccb.gov.tr/
土耳其,中国驻土耳其大使馆,http://tr.china-embassy.org/eng/
土耳其,自由每日新闻,http://www.hurriyetdailynews.com/
土库曼斯坦,中国驻土库曼斯坦大使馆,http://tm.china-embassy.org/rus/
泰国,泰国日报,http://www.thairath.co.th/
泰国,为泰党,http://www.ptp.or.th/
泰国,泰国移民局,http://www.immigration.go.th/
泰国,泰国教育部,http://www.moe.go.th/
泰国,泰国政府,http://www.thaigov.go.th/
泰国,联合国亚洲及太平洋经济社会委员会,http://www.unescap.org/
泰国,泰国广播电台国际台,http://www.hsk9.org/
泰国,泰国华人论坛,http://www.taihuabbs.com/
塔吉克斯坦,亚洲报,http://news.tj/
塔吉克斯坦,塔吉克斯坦总统府,http://www.president.tj/
塔吉克斯坦,沙费纳电视台,http://www.safina.tj/
突尼斯,中国驻突尼斯大使馆,http://tn.china-embassy.org/fra/
突尼斯,公论报,http://www.elbayane.tn/
突尼斯,突尼斯教育部,http://www.education.gov.tn/
突尼斯,突尼斯2台,http://www.tunisie21.tn/
坦桑尼亚,坦桑尼亚每日新闻报,http://dailynews.co.tz/
突尼斯,纳斯马电视台,http://www.nessma.tv/
坦桑尼亚,东非共同体,http://www.eac.int/
突尼斯,突尼斯一台,http://www.tunisiatv.tn/
突尼斯,突尼斯世界电视台,http://www.twt.tn/
突尼斯,突尼斯政府,http://www.ministeres.tn/
坦桑尼亚,中国驻坦桑尼亚联合大使馆,http://tz.chineseembassy.org/eng/
坦桑尼亚,坦桑尼亚五台,http://www.eatv.tv/
坦桑尼亚,坦桑尼亚移民局,http://www.moha.go.tz/index.php?option=com_content&view=article&id=23&Itemid=12
坦桑尼亚,独立电视台(坦桑尼亚),http://www.itv.co.tz/
托克劳,托克劳政府,http://www.tokelau.org.nz/
坦桑尼亚,Star TV,http://www.startvtz.com/
坦桑尼亚,阿加贝电视台,http://www.agape.co.tz/
坦桑尼亚,坦桑尼亚政府,http://www.tanzania.go.tz/
汤加,汤加政府,http://pmo.gov.to/
汤加,玛塔基在线,http://www.matangitonga.to/
图瓦卢,图瓦卢政府,http://www.tuvaluislands.com/
特克斯和凯科斯群岛,太阳报,http://www.suntci.com/
特克斯和凯科斯群岛,特克斯和凯科斯群岛政府,http://www.tcgov.tc/
特克斯和凯科斯群岛,特克斯和凯科斯群岛移民局,http://www.immigrationboard.tc/
特立尼达和多巴哥,特立尼达和多巴哥教育部,http://www.moe.gov.tt/
特立尼达和多巴哥,中国驻特立尼达和多巴哥大使馆,http://tt.china-embassy.org/eng/
特立尼达和多巴哥,特立尼达和多巴哥共和国政府官方网站,http://www.ttconnect.gov.tt/
特立尼达和多巴哥,特立尼达快报,http://www.trinidadexpress.com/
特立尼达和多巴哥,特多国家电视台,http://www.ctntworld.com/
中国台湾,爽报,http://sharpdaily.tw/
中国台湾,台湾民主自治同盟,http://www.taimeng.org.cn/
中国台湾,中华全国台湾同胞联谊会,http://www.tailian.org.cn
中国台湾,科学月刊,http://www.scimonth.com.tw/
中国台湾,独家报道周刊,http://www.scooptw.com/
特立尼达和多巴哥,WIN TV,http://www.wintvworld.com/
中国台湾,国防部陆军司令部,http://army.mnd.gov.tw/
中国台湾,国家卫生研究院（台湾）,http://www.nhri.org.tw/
中国台湾,台湾行政院海岸巡防署,http://www.cga.gov.tw/
中国台湾,台湾省政府,http://www.taiwan.gov.tw/
中国台湾,飞行安全基金会（台湾）,http://www.flightsafety.org.tw/
中国台湾,联合报,http://www.eunited.com.my/
中国台湾,中国台湾网,http://www.chinataiwan.org/
苏里南,真理时报,http://www.dwtonline.com/
中国台湾,民视,http://www.ftv.com.tw/
中国台湾,中国电视,http://beta.ctv.com.tw/
中国台湾,年代电视,http://www.eracom.com.tw/
苏里南,中国驻苏里南大使馆,http://sr.china-embassy.org/eng/
苏里南,苏里南总统府,http://www.kabinet.sr.org/
苏里南,苏里南教育部,http://www.gov.sr/sr/ministerie-van-onderwijs-en-volksontwikkeling.aspx
苏里南,De West,http://www.dewest-online.com/
苏里南,ATV（苏里南）,http://www.atv.sr/
圣文森特和格林纳丁斯,圣文森特和格林纳丁斯教育部,http://www.education.gov.vc/
苏里南,ABC电视台,http://www.abcsuriname.com/
